S.no,Menu,Questions,Query,Table name,Result & Answer Format,Question with Facility Code
113,Spares Master,How do we retrieve spare parts created between 2023-01-01 and 2023-12-31,"SELECT spareparts_part_code, spareparts_part_name, spareparts_part_created_time FROM ai.spareparts_master JOIN ai.spareparts_store_wise_stock ON spareparts_part_code = spareparts_store_wise_stock_part_code JOIN ai.facilitylinkstore
ON spareparts_store_wise_stock_store_code = ai.facilitylinkstore.facilitylink_storecode
WHERE spareparts_part_created_time BETWEEN '2023-01-01' AND '2023-12-31' AND spareparts_store_wise_stock_store_code IN ('1106-ENG4') AND ai.facilitylinkstore.facilitylink_facility_code IN ('SRP-WPB');","spareparts_master, spareparts_store_wise_stock","Spare Part Name: Compressor, Part Code:DFG345, Created: 2023-06-10","#User Facility#
['SRP-WPB']

User Query: How do we retrieve spare parts created between 2023-01-01 and 2023-12-31"
114,Spares Master,How do we list all spare parts that do not have a spareparts_part_notes value,"SELECT spareparts_part_code, spareparts_part_name
FROM ai.spareparts_master
JOIN ai.spareparts_store_wise_stock
ON spareparts_part_code = spareparts_store_wise_stock_part_code
JOIN ai.facilitylinkstore
ON spareparts_store_wise_stock_store_code = ai.facilitylinkstore.facilitylink_storecode
WHERE spareparts_part_notes IS NULL
AND spareparts_store_wise_stock_store_code IN ('1106-ENG4')
AND ai.facilitylinkstore.facilitylink_facility_code IN ('SRP-WPB');","spareparts_master, spareparts_store_wise_stock","Spare Part Name: Brake Pad, Part Code: DFG345, Notes:","#User Facility#
['SRP-WPB']

User Query: How do we list all spare parts that do not have a spareparts_part_notes value"
115,Spares Master,How do we retrieve spare parts that are not in stock (spareparts_part_totalstock = 0),"SELECT spareparts_part_code, spareparts_part_name, spareparts_store_wise_stock_available_quantity, spareparts_store_wise_stock_store_code
JOIN ai.spareparts_store_wise_stock
ON spareparts_part_code = spareparts_store_wise_stock_part_code
JOIN ai.facilitylinkstore
ON spareparts_store_wise_stock_store_code = facilitylinkstore.facilitylink_storecode
WHERE spareparts_store_wise_stock_available_quantity = 0
AND spareparts_store_wise_stock_store_code IN ('1106-ENG4')
AND facilitylinkstore.facilitylink_facility_code IN ('SRP-WPB');","spareparts_master, spareparts_store_wise_stock","Spare Part Name: Fan Belt, Part Code: DFG345, Store code: 1106-ENG4, Stock: 0","#User Facility#
['SRP-WPB']

User Query: How do we retrieve spare parts that are not in stock (spareparts_part_totalstock = 0)"
116,Spares Master,Can I see a list of all available spare parts along with their quantities,"SELECT s.spareparts_store_wise_stock_part_code,s.spareparts_store_wise_stock_store_code, s.spareparts_store_wise_stock_available_quantity
FROM ai.spareparts_store_wise_stock s
JOIN ai.facilitylinkstore f ON s.spareparts_store_wise_stock_store_code = f.facilitylink_storecode
WHERE s.spareparts_store_wise_stock_store_code IN ('1106-ENG4')
AND f.facilitylink_facility_code IN ('SRP-WPB');",spareparts_store_wise_stock,"Part Code:DFG345, Qty: 345","#User Facility#
['SRP-WPB']

User Query: Can I see a list of all available spare parts along with their quantities"
117,Spares Master,How do I find the last purchase price of a spare part,"SELECT s.spareparts_store_wise_stock_part_code,spareparts_store_wise_stock_store_code,
MAX(s.spareparts_store_wise_stock_last_price) AS last_purchase_price
FROM ai.spareparts_store_wise_stock s
JOIN ai.facilitylinkstore f ON s.spareparts_store_wise_stock_store_code = f.facilitylink_storecode
WHERE s.spareparts_store_wise_stock_store_code IN ('1106-ENG4')
AND f.facilitylink_facility_code IN ('SRP-WPB')
GROUP BY s.spareparts_store_wise_stock_part_code,spareparts_store_wise_stock_store_code;",spareparts_store_wise_stock,"Part Code:DFG345, Store Code:1106-ENG4, Price: 34,500","#User Facility#
['SRP-WPB']

User Query: How do I find the last purchase price of a spare part"
118,Spares Master,Fetch all spare parts where stock is greater than zero,"SELECT sm.spareparts_part_code, sm.spareparts_part_name, spareparts_store_wise_stock_available_quantity, sws.spareparts_store_wise_stock_store_code
FROM ai.spareparts_master sm
JOIN ai.spareparts_store_wise_stock sws
ON sm.spareparts_part_code = sws.spareparts_store_wise_stock_part_code
JOIN ai.facilitylinkstore fls
ON sws.spareparts_store_wise_stock_store_code = fls.facilitylink_storecode
WHERE spareparts_store_wise_stock_available_quantity> 0
AND sws.spareparts_store_wise_stock_store_code IN ('1106-ENG4')
AND fls.facilitylink_facility_code IN ('SRP-WPB');","spareparts_master, spareparts_store_wise_stock","Part Name: Gear Oil, Part Code:DFG345, Store Code:1106-ENG4, Qty: 4","#User Facility#
['SRP-WPB']

User Query: Fetch all spare parts where stock is greater than zero"
119,Spares Master,Find all spare parts with a unit of measurement 'KG',"SELECT sm.spareparts_part_code, sm.spareparts_part_name, sm.spareparts_part_unit_of_measurement
FROM ai.spareparts_master sm
JOIN ai.spareparts_store_wise_stock sws
ON sm.spareparts_part_code = sws.spareparts_store_wise_stock_part_code
JOIN ai.facilitylinkstore fls
ON sws.spareparts_store_wise_stock_store_code = fls.facilitylink_storecode
WHERE sm.spareparts_part_unit_of_measurement ilike '%KG%'
AND sws.spareparts_store_wise_stock_store_code IN ('1106-ENG4')
AND fls.facilitylink_facility_code IN ('SRP-WPB');","spareparts_master, spareparts_store_wise_stock","Spare Part Name: Lubricant Oil, Part Code:DFG345, Unit: KG","#User Facility#
['SRP-WPB']

User Query: Find all spare parts with a unit of measurement 'KG'"
120,Spares Master,Find the 5 most recently created spare parts,"SELECT sm.spareparts_part_code, sm.spareparts_part_name, sm.spareparts_part_unit_of_measurement,sm.spareparts_part_created_time
FROM ai.spareparts_master sm
JOIN ai.spareparts_store_wise_stock sws
ON sm.spareparts_part_code = sws.spareparts_store_wise_stock_part_code
JOIN ai.facilitylinkstore fls
ON sws.spareparts_store_wise_stock_store_code = fls.facilitylink_storecode
WHERE sws.spareparts_store_wise_stock_store_code IN ('1106-ENG4')
AND fls.facilitylink_facility_code IN ('SRP-WPB')
ORDER BY sm.spareparts_part_created_time DESC
LIMIT 5;","spareparts_master, spareparts_store_wise_stock","Spare Part Name: Oil Seal, Part Code:DFG345, UOM: KG, Created: 01-03-2025","#User Facility#
['SRP-WPB']

User Query: Find the 5 most recently created spare parts"
121,Spares Master,Find spare parts with stock greater than the minimum stock level,"SELECT spareparts_part_name,spareparts_part_code,spareparts_store_wise_stock_store_code,spareparts_store_wise_stock_available_quantity,spareparts_store_wise_stock_minimumstocklevel FROM ai.spareparts_master JOIN ai.spareparts_store_wise_stock ON spareparts_master.spareparts_part_code = spareparts_store_wise_stock.spareparts_store_wise_stock_part_code
JOIN ai.facilitylinkstore
ON spareparts_store_wise_stock.spareparts_store_wise_stock_store_code = facilitylinkstore.facilitylink_storecode
WHERE facilitylinkstore.facilitylink_facility_code IN ('SRP-WPB')
AND facilitylinkstore.facilitylink_storecode IN ('1106-ENG4')
AND spareparts_store_wise_stock_available_quantity > spareparts_store_wise_stock_minimumstocklevel;","spareparts_master, spareparts_store_wise_stock","Part Name: Gear Oil, Part Code:DFG345, Store Code:1106-ENG4, Qty: 4, Minimum Stock Level: 3","#User Facility#
['SRP-WPB']

User Query: Find spare parts with stock greater than the minimum stock level"
122,Spares Master,Find spare parts with stock less than the minimum stock level,"SELECT spareparts_part_name,spareparts_part_code,spareparts_store_wise_stock_store_code,spareparts_store_wise_stock_available_quantity,spareparts_store_wise_stock_minimumstocklevel FROM ai.spareparts_master JOIN ai.spareparts_store_wise_stock ON spareparts_master.spareparts_part_code = spareparts_store_wise_stock.spareparts_store_wise_stock_part_code
JOIN ai.facilitylinkstore
ON spareparts_store_wise_stock.spareparts_store_wise_stock_store_code = facilitylinkstore.facilitylink_storecode
WHERE facilitylinkstore.facilitylink_facility_code IN ('SRP-WPB')
AND facilitylinkstore.facilitylink_storecode IN ('1106-ENG4')
AND spareparts_store_wise_stock_available_quantity < spareparts_store_wise_stock_minimumstocklevel;","spareparts_master, spareparts_store_wise_stock","Part Name: Gear Oil, Part Code:DFG345, Store Code:1106-ENG4, Qty: 1, Minimum Stock Level: 3","#User Facility#
['SRP-WPB']

User Query: Find spare parts with stock less than the minimum stock level"
123,Spares Master,Retrieve spare parts that were created manually,"SELECT spareparts_part_code, spareparts_part_name
FROM ai.spareparts_master
JOIN ai.spareparts_store_wise_stock
ON spareparts_part_code = spareparts_store_wise_stock_part_code
JOIN ai.facilitylinkstore
ON spareparts_store_wise_stock_store_code = facilitylinkstore.facilitylink_storecode
WHERE spareparts_part_created_from = 'Manual'
AND facilitylinkstore.facilitylink_facility_code IN ('SRP-WPB');","spareparts_master, spareparts_store_wise_stock","Spare Part Name: Control Valve, Part Code:DFG345, Created By: Manual","#User Facility#
['SRP-WPB']

User Query: Retrieve spare parts that were created manually"
124,Spares Master,List the top 10 spare parts by stock,"SELECT spareparts_part_code,spareparts_store_wise_stock_store_code,sum(spareparts_store_wise_stock_available_quantity) FROM ai.spareparts_master
JOIN ai.spareparts_store_wise_stock ON spareparts_part_code = spareparts_store_wise_stock_part_code WHERE spareparts_store_wise_stock_store_code in ('ATC-GJ')
AND spareparts_store_wise_stock_available_quantity > 0
group by spareparts_part_code, spareparts_store_wise_stock_available_quantity
order by spareparts_store_wise_stock_available_quantity desc limit 10;","spareparts_master,spareparts_store_wise_stock","Part Code: DFG345
Store Code: 1105-ENG3
Total Qty: 35","#User Facility#
['ATC-GJ']

User Query: List the top 10 spare parts by stock"
125,Spares Master,Give the Count of total spare parts from the store facility 1104-ENG2,"SELECT spareparts_store_wise_stock_store_code, COUNT(*) as count from ai.spareparts_master join ai.spareparts_store_wise_stock on spareparts_master.spareparts_part_code = spareparts_store_wise_stock.spareparts_store_wise_stock_part_code WHERE spareparts_store_wise_stock_store_code in ('1104-ENG2') group by spareparts_store_wise_stock_store_code","spareparts_master,spareparts_store_wise_stock","Store Code: 1104-ENG2
No of Parts: 456","#User Facility#
['ATC-GJ']

User Query: Give the Count of total spare parts from the store facility 1104-ENG2"
126,Spares Master,Give the list of total spare parts from the store facility 1104-ENG2,"SELECT spareparts_store_wise_stock_store_code,spareparts_part_code,spareparts_part_unit_of_measurement,spareparts_store_wise_stock_available_quantity from ai.spareparts_master join ai.spareparts_store_wise_stock on spareparts_master.spareparts_part_code = spareparts_store_wise_stock.spareparts_store_wise_stock_part_code WHERE spareparts_store_wise_stock_store_code = '1104-ENG2'","spareparts_master,spareparts_store_wise_stock","Store code : 1104-ENG2
Spare part code : MK2549
UOM : NOS
Qty: 45","#User Facility#
['ATC-GJ']

User Query: Give the list of total spare parts from the store facility 1104-ENG2"
127,Spares Master,Show spare parts with no stock,"SELECT spareparts_store_wise_stock_store_code, spareparts_part_code,spareparts_store_wise_stock_available_quantity from ai.spareparts_master join ai.spareparts_store_wise_stock on spareparts_master.spareparts_part_code = spareparts_store_wise_stock.spareparts_store_wise_stock_part_code WHERE spareparts_store_wise_stock_store_code in ('1104-ENG2') and spareparts_store_wise_stock_available_quantity = 0","spareparts_master,spareparts_store_wise_stock","Store code : 1104-ENG2
Spare part code : MK2549
Qty: 0","#User Facility#
['ATC-GJ']

User Query: Show spare parts with no stock"
128,Workorder Checklist,List all work order checklist tasks where the expected result contains the word 'inspection' and are not marked as completed,"SELECT wc.workorder_checklist_workorder_id,wc.workorder_checklist_taskdescription,wc.workorder_checklist_assignedto,wc.workorder_checklist_natureofwork,wc.workorder_checklist_plannedeffort,wc.workorder_checklist_actualeffort,wc.workorder_checklist_expectedresult,wc.workorder_checklist_observation,wc.workorder_checklist_notes,wc.workorder_checklist_nonconformance,wc.workorder_checklist_completionstatus FROM ai.workorder_checklist wc
JOin ai.workordermasterdetails wmd ON wc.workorder_checklist_workorder_id = wmd.workorder_id
WHERE wc.workorder_checklist_expectedresult ILIKE '%inspection%'
AND wc.workorder_checklist_completionstatus = 'false'
AND wmd.workorder_facility_code in ('MYS-PMG-ASRS');","workorder_checklist, workordermasterdetails","Workorder Id: WO022346
Task Description: Check the motor winding
Assigned To: Outhirai
Nature of Work: Mechanical
Planned effort: 00:15
Actual effort: 00:10
Expected Result: Inspection to be done once the motor is working fine
Observation: ok
Notes:
Non Conformance:
Completion Status: false","#User Facility#
['MYS-PMG-ASRS']

User Query: List all work order checklist tasks where the expected result contains the word 'inspection' and are not marked as completed"
129,Workorder Checklist,Which tasks in the work order checklist have a completion status of 'True' and have an associated non-conformance,"SELECT wc.workorder_checklist_workorder_id,wc.workorder_checklist_taskdescription,wc.workorder_checklist_assignedto,wc.workorder_checklist_natureofwork,wc.workorder_checklist_plannedeffort,wc.workorder_checklist_actualeffort,wc.workorder_checklist_expectedresult,wc.workorder_checklist_observation,wc.workorder_checklist_notes,wc.workorder_checklist_nonconformance,wc.workorder_checklist_completionstatus FROM ai.workorder_checklist wc
Join ai.workordermasterdetails wmd ON wc.workorder_checklist_workorder_id = wmd.workorder_id
WHERE wc.workorder_checklist_completionstatus = 'true'
AND wc.workorder_checklist_nonconformance = 'true'
AND wmd.workorder_facility_code in ('MYS-PMG-ASRS');","workorder_checklist, workordermasterdetails","Workorder Id: WO022346
Task Description: Check the motor winding
Assigned To: Outhirai
Nature of Work: Mechanical
Planned effort: 00:15
Actual effort: 00:10
Expected Result: Inspection to be done once the motor is working fine
Observation: ok
Notes:
Non Conformance: true
Completion Status: true","#User Facility#
['MYS-PMG-ASRS']

User Query: Which tasks in the work order checklist have a completion status of 'True' and have an associated non-conformance"
